a e inc Omega omega Manom
39.32724742345604 0.275845701976582 25.26001261292357 355.7381733120348 136.31968153512747 148.27794364002818
39.29553743585562 0.216123143955282 39.056698578896665 104.93166069864306 235.64335552309524 222.96284243015234
39.371354710221674 0.20230114402299 24.51887979202603 340.17548466772314 242.21812803395443 347.21909856721817
39.24730440794984 0.246504807830768 32.25586930997864 87.75719098126922 3.214190760832623 47.325058934473695
39.364766694434394 0.300508273794085 36.28086217126797 274.3901111559823 184.2661307414226 274.17199952506826
39.46066819643445 0.238638184926136 29.62808211929388 20.474673944640564 347.44013342609696 125.44815031955503
39.395176069324 0.251656752636592 24.977687485900287 286.6554737213772 228.04293232449433 268.8779746676556
39.507975896072 0.279872440885895 14.730071323201736 310.7318305566447 266.3319314979665 63.64256925894444
39.539551551593206 0.282395243415172 17.542572579624178 282.5311969660428 320.83956066985877 184.73123043792987
39.38058597921447 0.30731135438579 32.47689430710922 119.4412952827141 229.9285502281553 216.46176602199913
39.31920529968253 0.172750896884067 33.19496543721927 154.13266123222493 88.09403598598428 84.20794695386279
39.54488066156528 0.208938158289534 35.20819741302735 234.92997390815623 63.3232772728857 302.03190684953597
39.4224317805879 0.211034508016285 27.013584055503795 164.08432711784596 77.05046612334799 265.8790121719039
39.19397958198489 0.188627782894964 27.634645207940842 14.509867668724006 116.66204866159055 131.9104550095158
39.272090929623715 0.232430250688769 21.1282005283133 11.767715323327423 138.4205440031445 6.824072636900504
39.41618044955726 0.252619081303016 13.406257139788895 250.95246722300084 284.7989095077419 324.403951563815
39.42582183390743 0.302517831199189 19.078985328219304 292.3584522317347 131.9472420447014 45.01874084935849
39.297589412535054 0.231535064048594 23.517120541799265 197.21592947615346 220.45182991596525 80.96223148459116
39.50973333982491 0.343320342272324 30.52132102977769 229.40233459385834 146.70212334246074 335.99829775090404
39.270445464812155 0.358418595379297 29.803048544742566 172.36761742601695 273.5237065234475 51.62583485674016
39.42598221659514 0.159402426513982 29.796832749448452 125.74297767614512 77.25101812899207 325.1001006805416
39.44765621863379 0.2220206253753 13.82327452433396 283.7809527014409 150.2478744891468 311.28709310790555
39.32241155515206 0.204037917252768 15.066484417066244 3.323944260302635 48.33186465193624 80.36145008588637
39.38683896827858 0.325197306587439 41.13724152551933 268.3049076147181 249.91374315657598 327.8452121893641
39.26766043924336 0.297717963952219 29.73203577648804 176.8491895426007 358.2427238623271 93.52091858398826
39.398084543633196 0.239829108681831 20.634921048268406 161.89359866001425 140.9547118841365 29.801828733423264
39.326330570623824 0.239103409335304 32.02027374458959 94.3891733551823 43.10234931424913 117.43519824477265
39.34759318132365 0.234719667254432 25.49878016985954 349.788525022157 302.9576802413911 126.31999309745589
39.55590375670978 0.300432537166342 22.835783967433596 317.9131626864227 259.78129609253455 75.94875735598632
39.456810534721726 0.275210120831336 16.607741945154604 59.75220840838444 123.28820548934179 78.29866967609863
39.42566057633878 0.258534336362831 16.15251277424167 9.159372487298928 327.3378025905283 83.86667683089136
39.47454372432497 0.230556728445455 34.95627887328636 68.05965489061325 329.03511339692955 340.3554503687207
39.33158072046621 0.289420177589069 28.904435553264346 203.017012955739 20.366773628113712 99.65819484047312
39.52388536551019 0.264816248085997 16.754892807879784 236.6206056457296 10.251981122977359 151.77021460436572
39.4669449453198 0.228195250327252 14.00109410420739 224.63286453305747 44.999762771650424 293.5208732374675
39.485396190359815 0.23725242831846 18.506164176167452 261.36493617603384 218.69874477594476 151.7581896998728
39.40689712719388 0.329237802807535 36.48855251741646 225.88507280273285 337.41956644705533 229.49853819949922
39.45687734920732 0.195280525309779 24.192415356629276 178.6636213324659 271.1481740506126 266.31766089183355
39.504509782879786 0.24851535981162 26.35121281775019 138.41207359753392 100.767206671407 266.4634785928623
39.374157819477 0.33061937708315 19.95624089039261 282.44349506048474 70.79844383824184 350.35223914471015
39.30557201586874 0.255163310114824 7.435407314443357 291.08237616267604 177.83688301149053 275.1936844041134
39.271410234753844 0.237208729075366 33.99331628405595 248.55643993696174 295.46994921744545 214.2328873846918
39.38880480912427 0.259457308072137 34.657850212291955 171.65460168900455 48.22817663819246 294.6975582649303
39.342623216956895 0.164739801356127 27.42612022951392 294.13907348775905 112.0664940975252 167.5965147938434
39.247494586732 0.344005887752557 34.094809644149365 330.3724985867472 11.655711571656806 325.5728937275502
39.4703421827442 0.308697794685403 35.8364516480057 128.1969103164803 171.79506273220474 27.137729952078562
39.32409111960732 0.361341616380816 27.108099384774807 202.61778603907027 282.08474769907986 248.83061258504375
39.336179479842045 0.286869798655132 21.452052879536204 149.9853184233493 145.64466066333833 34.825718938441874
39.50723913637175 0.270765195652285 27.54413804348693 285.782258942203 212.84241305934555 276.52256537115005
39.43184497927764 0.224560970648831 25.507096383890463 148.1787888288084 50.810346531894254 337.5517818193834
39.53294391489428 0.190109861367284 30.982999920315496 224.7608815182639 101.05017833602845 342.3229892086953
39.227853717563626 0.230586530186841 25.360174576765683 123.24403007520564 157.1277184147652 288.73736696891626
39.35031895849868 0.237224889696712 20.156203625122714 79.36239240616572 60.76476390091924 24.589654772467107
39.45342030615656 0.26692839373205 26.69287713593785 211.39791231350213 35.201623898675905 59.35318121362033
39.48908418261559 0.286345256486011 39.969857644424295 169.37801265740057 359.7838290256958 340.1148147516036
39.34913836562556 0.36224639089843 27.61176680355368 295.7929250640897 147.1537227899904 51.01759759372316
39.304118863667036 0.263968853963884 9.363093293169584 180.557215612002 94.32128975065761 47.86401121348877
39.198711846862246 0.240314284208103 30.03076832414551 354.9905904216949 228.18854823773222 74.68066450246828
39.31206158920258 0.319460069795063 26.162667103112643 99.36241200250836 244.2268483396727 230.33155376497507
39.45515579126424 0.187851347810098 16.64363071009282 251.74668193794895 284.68954231111195 126.26472869398457
39.43052690306584 0.237553353768244 28.072394532581956 83.38026330962632 241.3396519319595 223.67015543181446
39.33658961957844 0.318599709958181 25.2442412025611 116.17989000682336 73.08833958223636 75.71272744880116
39.54897467211386 0.367390222748242 46.7112542018875 330.39371815647826 336.7252105106759 165.25610867417075
39.397152469329946 0.382209761708746 32.57677229279427 103.8668635663624 125.59546835378129 303.14798591270244
39.46108363939734 0.243524705619828 16.352422004488226 205.31578599185204 64.83471105083078 283.1242467447304
39.5537888094479 0.299913989907951 20.41824190479141 73.71213282464122 264.6331570518645 242.12700463741422
39.383930149300284 0.290612108633277 18.012565739638376 312.9063566253333 313.44431542235816 167.6905191548014
